Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2015,76-0520586,9,0000676656,AMEGY BANK NA                 ,HOUSTON                  ,TX,00,0000031000,1,AMEGY MORTGAGE COMPANY  LLC                                           ,THE WOODLANDS            ,TX                    ,0001027004,ZIONS BC                      ,SALT LAKE CITY           ,UT,UNITED STATES                           ,0002807203,0000676656,48
2015,0000000046,1,          ,                              ,                         ,  ,03,0000140444,0,FIRST NB                                                              ,MCCONNELSVILLE           ,OH                    ,0001137891,FNB SHARES                    ,MCCONNELSVILLE           ,OH,UNITED STATES                           ,0000044929,0000000000,39
2015,0000000047,1,          ,                              ,                         ,  ,03,0002904575,0,FIRST FNCL BK NA                                                      ,TERRE HAUTE              ,IN                    ,0001208595,FIRST FC                      ,TERRE HAUTE              ,IN,UNITED STATES                           ,0000693345,0000000000,18
2015,0000000056,1,          ,                              ,                         ,  ,03,0007197993,0,FIRST FNCL BK NA                                                      ,HAMILTON                 ,OH                    ,0001071276,FIRST FNCL BC                 ,CINCINNATI               ,OH,UNITED STATES                           ,0000165628,0000000000,39
2015,0000000086,1,          ,                              ,                         ,  ,03,0000051910,0,FIRST NB                                                              ,GERMANTOWN               ,OH                    ,0000000000,                              ,                         ,  ,                                        ,0000505916,0000000000,39
2015,0000000182,1,          ,                              ,                         ,  ,04,0000410405,0,EXCHANGE NB&TC CO                                                     ,ATCHISON                 ,KS                    ,0001054000,EXCHANGE BSHRS CORP OF KS     ,ATCHISON                 ,KS,UNITED STATES                           ,0000144052,0000000000,20
2015,0000000324,1,          ,                              ,                         ,  ,01,0000827291,0,FIRST NB&TC NEWTOWN                                                   ,NEWTOWN                  ,PA                    ,0001117491,FNB BC                        ,NEWTOWN                  ,PA,UNITED STATES                           ,0001007417,0000000000,42
2015,0000000325,1,          ,                              ,                         ,  ,01,0000341615,0,FNB BK NA                                                             ,DANVILLE                 ,PA                    ,0001117129,FULTON FNCL CORP              ,LANCASTER                ,PA,UNITED STATES                           ,0000131418,0000000000,42
2015,0000000347,1,          ,                              ,                         ,  ,03,0000064392,0,FIRST NB LACON                                                        ,LACON                    ,IL                    ,0001208988,FIRST LACON CORP              ,LACON                    ,IL,UNITED STATES                           ,0000824738,0000000000,17
2015,0000000446,1,          ,                              ,                         ,  ,01,0001448154,0,FIRST NA                                                              ,DAMARISCOTTA             ,ME                    ,0001133932,FIRST BC                      ,DAMARISCOTTA             ,ME,UNITED STATES                           ,0000439404,0000000000,23
2015,0000000497,1,          ,                              ,                         ,  ,01,0000248788,0,FIRST NB                                                              ,SUFFIELD                 ,CT                    ,0003431007,FIRST SUFFIELD FNCL           ,SUFFIELD                 ,CT,UNITED STATES                           ,0000115100,0000000000,09
2015,0000000644,1,          ,                              ,                         ,  ,01,0000593043,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,0001144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,0000465618,0000000000,42
2015,0000000661,1,          ,                              ,                         ,  ,01,0000723265,0,DNB FIRST NA                                                          ,DOWNINGTOWN              ,PA                    ,0001117455,DNB FNCL CORP                 ,DOWNINGTOWN              ,PA,UNITED STATES                           ,0000071318,0000000000,42
2015,0000000676,1,          ,                              ,                         ,  ,01,0000286246,0,NATIONAL GRAND BK OF MARBLEH                                          ,MARBLEHEAD               ,MA                    ,0001115406,GRAND BK CORP                 ,MARBLEHEAD               ,MA,UNITED STATES                           ,0000863607,0000000000,25
2015,0000000866,1,          ,                              ,                         ,  ,01,0000290611,0,MILFORD NB&TC                                                         ,MILFORD                  ,MA                    ,0002651581,MNB BC                        ,MILFORD                  ,MA,UNITED STATES                           ,0000879000,0000000000,25
2015,0000000929,1,          ,                              ,                         ,  ,01,0000373034,0,NATIONAL UNION BK                                                     ,KINDERHOOK               ,NY                    ,0002589732,KINDERHOOK BK CORP            ,KINDERHOOK               ,NY,UNITED STATES                           ,0000313401,0000000000,36
2015,0000000976,1,          ,                              ,                         ,  ,01,0000160023,0,PUTNAM COUNTY NB OF CARMEL                                            ,CARMEL                   ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000287007,0000000000,36
2015,0000001027,1,          ,                              ,                         ,  ,01,0000806278,0,LYONS NB                                                              ,LYONS                    ,NY                    ,0001246476,LYONS BC                      ,LYONS                    ,NY,UNITED STATES                           ,0000323204,0000000000,36
2015,0000001083,1,          ,                              ,                         ,  ,01,0000150707,0,FIRST NB OF GROTON                                                    ,GROTON                   ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000917500,0000000000,36
2015,0000001154,1,          ,                              ,                         ,  ,03,0000273113,0,FIRST NB OF OTTAWA                                                    ,OTTAWA                   ,IL                    ,0002791816,FIRST OTTAWA BSHRS            ,OTTAWA                   ,IL,UNITED STATES                           ,0000856243,0000000000,17
2015,0000001195,1,          ,                              ,                         ,  ,01,0000319067,0,NATIONAL BK OF MIDDLEBURY                                             ,MIDDLEBURY               ,VT                    ,0001136214,MIDDLEBURY NAT CORP           ,MIDDLEBURY               ,VT,UNITED STATES                           ,0000173306,0000000000,50
2015,0000001253,1,          ,                              ,                         ,  ,01,0000423867,0,BALLSTON SPA NB                                                       ,BALLSTON SPA             ,NY                    ,0001048728,BALLSTON SPA BC               ,BALLSTON SPA             ,NY,UNITED STATES                           ,0000000505,0000000000,36
2015,0000001354,1,          ,                              ,                         ,  ,01,0007726299,0,NBT BK NA                                                             ,NORWICH                  ,NY                    ,0001139279,NBT BC                        ,NORWICH                  ,NY,UNITED STATES                           ,0000702117,0000000000,36
2015,0000001368,1,          ,                              ,                         ,  ,01,0000586090,0,COMMUNITY NB                                                          ,DERBY                    ,VT                    ,0001115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,0000270504,0000000000,50
2015,0000001398,1,          ,                              ,                         ,  ,01,0000298129,0,NATIONAL BK OF COXSACKIE                                              ,COXSACKIE                ,NY                    ,0000000000,                              ,                         ,  ,                                        ,0000234506,0000000000,36
2015,0000001467,1,          ,                              ,                         ,  ,04,0002154372,0,LANDMARK BK NA                                                        ,COLUMBIA                 ,MO                    ,0001054514,LANDRUM CO                    ,COLUMBIA                 ,MO,UNITED STATES                           ,0000103255,0000000000,29
2015,0000001493,1,          ,                              ,                         ,  ,03,0000683163,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,0001247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,0000702612,0000000000,21
2015,0000001750,1,          ,                              ,                         ,  ,04,0001721068,0,FIRST NB OF SANTA FE                                                  ,ALBUQUERQUE              ,NM                    ,0004135209,STRATEGIC GROWTH BK           ,EL PASO                  ,TX,UNITED STATES                           ,0000787253,0000000000,35
2015,0000001794,1,          ,                              ,                         ,  ,03,0000195271,0,FIRST NB MN                                                           ,SAINT PETER              ,MN                    ,0001128460,BANCOMMUNITY SVC CORP         ,SAINT PETER              ,MN,UNITED STATES                           ,0000197759,0000000000,27
2015,0000001926,1,          ,                              ,                         ,  ,03,0000111703,0,FIRST NB&TC                                                           ,CLINTON                  ,IL                    ,0001203198,FIRST CLINTON BC              ,CLINTON                  ,IL,UNITED STATES                           ,0000032234,0000000000,17
2015,0000001950,1,          ,                              ,                         ,  ,02,0001205389,0,FIRST NB OF FORT SMITH                                                ,FORT SMITH               ,AR                    ,0001491360,FIRST BK CORP                 ,FORT SMITH               ,AR,UNITED STATES                           ,0000397540,0000000000,05
2015,0000002036,1,          ,                              ,                         ,  ,03,0000840834,0,VINTON CTY NB                                                         ,MC ARTHUR                ,OH                    ,0001070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,0000754826,0000000000,39
2015,0000002068,1,          ,                              ,                         ,  ,04,0001104082,0,FIRST DAKOTA NB                                                       ,YANKTON                  ,SD                    ,0001404687,FIRST DAKOTA FC               ,YANKTON                  ,SD,UNITED STATES                           ,0000441256,0000000000,46
2015,0000002137,1,          ,                              ,                         ,  ,01,0009525061,0,NATIONAL PENN BK                                                      ,ALLENTOWN                ,PA                    ,0001117026,NATIONAL PENN BSHRS           ,ALLENTOWN                ,PA,UNITED STATES                           ,0000802110,0000000000,42
2015,0000002221,1,          ,                              ,                         ,  ,02,0000476170,0,FIRST NB OF MCMINNVILLE                                               ,MC MINNVILLE             ,TN                    ,0001086449,FIRST MCMINNVILLE CORP        ,MCMINNVILLE              ,TN,UNITED STATES                           ,0000087234,0000000000,47
2015,0000002234,1,          ,                              ,                         ,  ,03,0005801944,0,FIRST MRCH BK NA                                                      ,MUNCIE                   ,IN                    ,0001208559,FIRST MRCHS CORP              ,MUNCIE                   ,IN,UNITED STATES                           ,0000017147,0000000000,18
2015,0000002242,1,          ,                              ,                         ,  ,03,0000214750,0,HAVANA NB                                                             ,HAVANA                   ,IL                    ,0002909853,COMMUNITY INV GRP             ,HAVANA                   ,IL,UNITED STATES                           ,0000940731,0000000000,17
2015,0000002302,1,          ,                              ,                         ,  ,03,0000160140,0,FIRST NB                                                              ,BELLEVUE                 ,OH                    ,0001071258,FIRST BSHRS                   ,BELLEVUE                 ,OH,UNITED STATES                           ,0000243414,0000000000,39
2015,0000002311,1,          ,                              ,                         ,  ,01,0002762686,0,CAMDEN NB                                                             ,CAMDEN                   ,ME                    ,0001130249,CAMDEN NAT CORP               ,CAMDEN                   ,ME,UNITED STATES                           ,0000593007,0000000000,23
2015,0000002360,1,          ,                              ,                         ,  ,03,0001106092,0,LCNB NB                                                               ,LEBANON                  ,OH                    ,0002759900,LCNB CORP                     ,LEBANON                  ,OH,UNITED STATES                           ,0000785923,0000000000,39
2015,0000002449,1,          ,                              ,                         ,  ,03,0000639950,0,MERCHANTS NB                                                          ,HILLSBORO                ,OH                    ,0002485487,MERCHANTS BC                  ,HILLSBORO                ,OH,UNITED STATES                           ,0000701222,0000000000,39
2015,0000002477,1,          ,                              ,                         ,  ,02,0000203280,0,FIRST NB                                                              ,WEATHERFORD              ,TX                    ,0001105751,FIRST BAIRD BSHRS             ,WEATHERFORD              ,TX,UNITED STATES                           ,0000614368,0000000000,48
2015,0000002503,1,          ,                              ,                         ,  ,03,0000211212,0,HOMETOWN NB                                                           ,LA SALLE                 ,IL                    ,0001209323,LASALLE BC                    ,LA SALLE                 ,IL,UNITED STATES                           ,0000770639,0000000000,17
2015,0000002515,1,          ,                              ,                         ,  ,01,0000856969,0,EPHRATA NB                                                            ,EPHRATA                  ,PA                    ,0001116681,HIBSHMAN TR FOR EPHRATA NB STK,EPHRATA                  ,PA,UNITED STATES                           ,0000425911,0000000000,42
2015,0000002725,1,          ,                              ,                         ,  ,03,0000819613,0,FIRST NAT B&TC                                                        ,BELOIT                   ,WI                    ,0001209042,CENTRE 1 BC                   ,BELOIT                   ,WI,UNITED STATES                           ,0000207845,0000000000,55
2015,0000002747,1,          ,                              ,                         ,  ,03,0002079078,0,HORIZON BK NA                                                         ,MICHIGAN CITY            ,IN                    ,0001209136,HORIZON BC                    ,MICHIGAN CITY            ,IN,UNITED STATES                           ,0000130541,0000000000,18
2015,0000002782,1,          ,                              ,                         ,  ,04,0004950396,0,INTRUST BK NA                                                         ,WICHITA                  ,KS                    ,0001064278,INTRUST FC                    ,WICHITA                  ,KS,UNITED STATES                           ,0000557858,0000000000,20
2015,0000003060,1,          ,                              ,                         ,  ,04,0000234728,0,JONES NB&TC OF SEWARD                                                 ,SEWARD                   ,NE                    ,0001061156,JONES NAT CORP                ,SEWARD                   ,NE,UNITED STATES                           ,0000469559,0000000000,31
2015,0000003105,1,          ,                              ,                         ,  ,04,0000324155,0,FIRST NB                                                              ,WAVERLY                  ,IA                    ,0001206395,FIRST WAVERLY CORP            ,WAVERLY                  ,IA,UNITED STATES                           ,0000376442,0000000000,19
2015,0000003124,1,          ,                              ,                         ,  ,04,0000856496,0,SECURITY NB SIOUX CITY                                                ,SIOUX CITY               ,IA                    ,0001200348,SECURITY NAT CORP             ,DAKOTA DUNES             ,SD,UNITED STATES                           ,0000418249,0000000000,19
2015,0000003147,1,          ,                              ,                         ,  ,01,0000143837,0,NATIONAL BK OF MALVERN                                                ,MALVERN                  ,PA                    ,0002409755,MALVERN BK CORP               ,MALVERN                  ,PA,UNITED STATES                           ,0000977616,0000000000,42
2015,0000003180,1,          ,                              ,                         ,  ,04,0000621131,0,FIRST NB OF HUTCHINSON                                                ,HUTCHINSON               ,KS                    ,0001139354,FIRST KS BSHRS                ,HUTCHINSON               ,KS,UNITED STATES                           ,0000754853,0000000000,20
2015,0000003393,1,          ,                              ,                         ,  ,04,0001092493,0,FIRST NB IN SIOUX FALLS                                               ,SIOUX FALLS              ,SD                    ,0001126354,MINNEHAHA BSHRS               ,SIOUX FALLS              ,SD,UNITED STATES                           ,0000326858,0000000000,46
2015,0000003533,1,          ,                              ,                         ,  ,02,0000145753,0,FIRST NB                                                              ,BALLINGER                ,TX                    ,0001106990,TEXAS COUNTRY BSHRS           ,BRADY                    ,TX,UNITED STATES                           ,0000160454,0000000000,48
2015,0000003654,1,          ,                              ,                         ,  ,03,0001121554,0,THE FARMERS NB OF CANFIELD                                            ,CANFIELD                 ,OH                    ,0001071191,FARMERS NAT BC                ,CANFIELD                 ,OH,UNITED STATES                           ,0000680813,0000000000,39
2015,0000003656,1,          ,                              ,                         ,  ,02,0007925450,0,CADENCE BK NA                                                         ,BIRMINGHAM               ,AL                    ,0004037349,CADENCE BC LLC                ,HOUSTON                  ,TX,UNITED STATES                           ,0004262534,0000000000,01
2015,0000003711,1,          ,                              ,                         ,  ,03,0000060752,0,ATLANTA NB                                                            ,ATLANTA                  ,IL                    ,0002971270,ANB BC                        ,ATLANTA                  ,IL,UNITED STATES                           ,0000672238,0000000000,17
2015,0000003724,1,          ,                              ,                         ,  ,03,0000419356,0,FIRST NB FOX VALLEY                                                   ,NEENAH                   ,WI                    ,0001208876,FIRST MENASHA BSHRS           ,NEENAH                   ,WI,UNITED STATES                           ,0000675949,0000000000,55
2015,0000003727,1,          ,                              ,                         ,  ,02,0000482366,0,FIRST NB                                                              ,GRANBURY                 ,TX                    ,0001105528,FIRST GRANBURY BC             ,GRANBURY                 ,TX,UNITED STATES                           ,0000329952,0000000000,48
2015,0000003817,1,          ,                              ,                         ,  ,01,0002092417,0,CANANDAIGUA NB&TC                                                     ,CANANDAIGUA              ,NY                    ,0001133503,CANANDAIGUA NAT CORP          ,CANANDAIGUA              ,NY,UNITED STATES                           ,0000161602,0000000000,36
2015,0000003956,1,          ,                              ,                         ,  ,04,0000552055,0,BAKER BOYER NB                                                        ,WALLA WALLA              ,WA                    ,0001141870,BAKER BOYER BC                ,WALLA WALLA              ,WA,UNITED STATES                           ,0000069678,0000000000,53
2015,0000004039,1,          ,                              ,                         ,  ,01,0000452200,0,FIRST NB OF MIFFLINTOWN                                               ,MIFFLINTOWN              ,PA                    ,0001132896,FIRST CMNTY FNCL CORP         ,MIFFLINTOWN              ,PA,UNITED STATES                           ,0000212018,0000000000,42
2015,0000004076,1,          ,                              ,                         ,  ,02,0000153938,0,THE FIRST NB MCGREGOR                                                 ,MCGREGOR                 ,TX                    ,0004619437,MCGREGOR BSHRS                ,MC GREGOR                ,TX,UNITED STATES                           ,0000895055,0000000000,48
2015,0000004093,1,          ,                              ,                         ,  ,02,0000482534,0,FIRST NB                                                              ,BASTROP                  ,TX                    ,0002410304,BASTROP BSHRS                 ,BASTROP                  ,TX,UNITED STATES                           ,0000018050,0000000000,48
2015,0000004097,1,          ,                              ,                         ,  ,02,0000575784,0,NATIONAL BK                                                           ,GATESVILLE               ,TX                    ,0003059773,NATIONAL UNITED BSHRS         ,GATESVILLE               ,TX,UNITED STATES                           ,0000322056,0000000000,48
2015,0000004107,1,          ,                              ,                         ,  ,01,0000420912,0,NATIONAL CAPITAL BK OF WA                                             ,WASHINGTON               ,DC                    ,0000000000,                              ,                         ,  ,                                        ,0000791821,0000000000,11
2015,0000004137,1,          ,                              ,                         ,  ,03,0000437024,0,STEPHENSON NB&TC                                                      ,MARINETTE                ,WI                    ,0001245509,STEPHENSON NAT BC             ,MARINETTE                ,WI,UNITED STATES                           ,0000598048,0000000000,55
2015,0000004166,1,          ,                              ,                         ,  ,02,0005816065,0,FIRST FNCL BK NA                                                      ,ABILENE                  ,TX                    ,0001102312,FIRST FNCL BSHRS              ,ABILENE                  ,TX,UNITED STATES                           ,0000470050,0000000000,48
2015,0000004208,1,          ,                              ,                         ,  ,02,0000459067,0,FIRST NB                                                              ,HUNTSVILLE               ,TX                    ,0003018958,FIRST NAT BSHRS               ,HUNTSVILLE               ,TX,UNITED STATES                           ,0000583352,0000000000,48
2015,0000004230,1,          ,                              ,                         ,  ,01,0001894943,0,SUFFOLK CTY NB                                                        ,RIVERHEAD                ,NY                    ,0001130865,SUFFOLK BC                    ,RIVERHEAD                ,NY,UNITED STATES                           ,0000799612,0000000000,36
2015,0000004238,1,          ,                              ,                         ,  ,02,0000318698,0,FIRST NB                                                              ,BEEVILLE                 ,TX                    ,0001130771,FIRST BEEVILLE FC             ,BEEVILLE                 ,TX,UNITED STATES                           ,0000028255,0000000000,48
2015,0000004241,1,          ,                              ,                         ,  ,02,0000553285,0,FIRST NB                                                              ,BELLVILLE                ,TX                    ,0002112439,INDUSTRY BSHRS                ,INDUSTRY                 ,TX,UNITED STATES                           ,0000091754,0000000000,48
2015,0000004246,1,          ,                              ,                         ,  ,02,0000336506,0,COMANCHE NB                                                           ,COMANCHE                 ,TX                    ,0002973238,COMANCHE NAT CORP             ,COMANCHE                 ,TX,UNITED STATES                           ,0000949556,0000000000,48
2015,0000004265,1,          ,                              ,                         ,  ,02,0000617102,0,LEGEND BK NA                                                          ,BOWIE                    ,TX                    ,0001416578,LEGEND BC                     ,BOWIE                    ,TX,UNITED STATES                           ,0000100357,0000000000,48
2015,0000004284,1,          ,                              ,                         ,  ,04,0000890389,0,CENTRAL NB                                                            ,JUNCTION CITY            ,KS                    ,0001064429,CENTRAL OF KS                 ,JUNCTION CITY            ,KS,UNITED STATES                           ,0000234355,0000000000,20
2015,0000004596,1,          ,                              ,                         ,  ,03,0002040425,0,OLD SECOND NB                                                         ,AURORA                   ,IL                    ,0001206911,OLD SECOND BC                 ,AURORA                   ,IL,UNITED STATES                           ,0000936136,0000000000,17
2015,0000004620,1,          ,                              ,                         ,  ,03,0000363344,0,FIRST NB OF BERLIN                                                    ,BERLIN                   ,WI                    ,0001889538,FIRST BERLIN BC               ,BERLIN                   ,WI,UNITED STATES                           ,0000111942,0000000000,55
2015,0000004701,1,          ,                              ,                         ,  ,02,0000118946,0,TEXAS HERITAGE NB                                                     ,DAINGERFIELD             ,TX                    ,0003220836,DAINGERFIELD HC               ,DAINGERFIELD             ,TX,UNITED STATES                           ,0000824653,0000000000,48
2015,0000004742,1,          ,                              ,                         ,  ,04,0001723296,0,SUNFLOWER BK NA                                                       ,SALINA                   ,KS                    ,0001066713,SUNFLOWER FNCL                ,SALINA                   ,KS,UNITED STATES                           ,0000474759,0000000000,20
2015,0000004860,1,          ,                              ,                         ,  ,04,0000137402,0,MIDLAND NB OF NEWTON                                                  ,NEWTON                   ,KS                    ,0001928437,MIDLAND FC                    ,NEWTON                   ,KS,UNITED STATES                           ,0000576653,0000000000,20
2015,0000004934,1,          ,                              ,                         ,  ,03,0000408043,0,FIRST NB OF CARMI                                                     ,CARMI                    ,IL                    ,0001098929,SOUTHERN IL BANCORP           ,CARMI                    ,IL,UNITED STATES                           ,0000209148,0000000000,17
2015,0000004975,1,          ,                              ,                         ,  ,03,0001101410,0,BANK FIRST NAT                                                        ,MANITOWOC                ,WI                    ,0001208009,BANK FIRST NAT CORP           ,MANITOWOC                ,WI,UNITED STATES                           ,0000594947,0000000000,55
2015,0000004994,1,          ,                              ,                         ,  ,03,0000311810,0,FIRST NB                                                              ,VANDALIA                 ,IL                    ,0001099654,FIRST VANDALIA CORP           ,VANDALIA                 ,IL,UNITED STATES                           ,0000137447,0000000000,17
2015,0000005073,1,          ,                              ,                         ,  ,01,0000948515,0,NEXTIER BK NA                                                         ,KITTANNING               ,PA                    ,0002264404,NEXTIER                       ,KITTANNING               ,PA,UNITED STATES                           ,0000018827,0000000000,42
2015,0000005203,1,          ,                              ,                         ,  ,02,0000272990,0,WAGGONER NB                                                           ,VERNON                   ,TX                    ,0003386321,WAGGONER NAT BSHRS            ,VERNON                   ,TX,UNITED STATES                           ,0000548267,0000000000,48
2015,0000005224,1,          ,                              ,                         ,  ,02,0000069061,0,FIRST NB OF PAWNEE                                                    ,PAWNEE                   ,OK                    ,0001055397,GEORGE MADISON CORP           ,PAWNEE                   ,OK,UNITED STATES                           ,0000639651,0000000000,40
2015,0000005263,1,          ,                              ,                         ,  ,02,0001232089,0,FIRST CITIZENS NB                                                     ,DYERSBURG                ,TN                    ,0001098796,FIRST CITIZENS BSHRS          ,DYERSBURG                ,TN,UNITED STATES                           ,0000133850,0000000000,47
2015,0000005267,1,          ,                              ,                         ,  ,03,0000187700,0,RIDDELL NB                                                            ,BRAZIL                   ,IN                    ,0001141478,RNB CORP                      ,BRAZIL                   ,IN,UNITED STATES                           ,0000319047,0000000000,18
2015,0000005275,1,          ,                              ,                         ,  ,02,0000192860,0,CITY NB                                                               ,TAYLOR                   ,TX                    ,0001109825,CNB FNCL CORP                 ,TAYLOR                   ,TX,UNITED STATES                           ,0000181963,0000000000,48
2015,0000005288,1,          ,                              ,                         ,  ,02,0000325444,0,FIRST NB                                                              ,GILMER                   ,TX                    ,0001246515,FIRST GILMER BSHRS            ,GILMER                   ,TX,UNITED STATES                           ,0000445955,0000000000,48
2015,0000005413,1,          ,                              ,                         ,  ,04,0000165206,0,RAWLINS NB                                                            ,RAWLINS                  ,WY                    ,0002043346,CARBON CTY HC                 ,RAWLINS                  ,WY,UNITED STATES                           ,0000548052,0000000000,56
2015,0000005425,1,          ,                              ,                         ,  ,03,0000240643,0,LIBERTY NB                                                            ,ADA                      ,OH                    ,0001246579,LIBERTY BSHRS                 ,ADA                      ,OH,UNITED STATES                           ,0000130813,0000000000,39
2015,0000005466,1,          ,                              ,                         ,  ,02,0000354373,0,FIRST NB                                                              ,SONORA                   ,TX                    ,0002184333,FIRST SONORA BSHRS            ,SONORA                   ,TX,UNITED STATES                           ,0000591366,0000000000,48
2015,0000005481,1,          ,                              ,                         ,  ,01,0000580435,0,FARMERS NB                                                            ,EMLENTON                 ,PA                    ,0001480944,EMCLAIRE FNCL CORP            ,EMLENTON                 ,PA,UNITED STATES                           ,0000119528,0000000000,42
2015,0000005484,1,          ,                              ,                         ,  ,02,0000394768,0,CITIZENS NB                                                           ,CAMERON                  ,TX                    ,0003137729,CENTRAL TX FNCL CORP          ,CAMERON                  ,TX,UNITED STATES                           ,0000059352,0000000000,48
2015,0000005528,1,          ,                              ,                         ,  ,02,0000231925,0,FIRST NB OF MANCHESTER                                                ,MANCHESTER               ,TN                    ,0001085488,FCB CORP                      ,MANCHESTER               ,TN,UNITED STATES                           ,0000290230,0000000000,47
2015,0000005547,1,          ,                              ,                         ,  ,02,0000487507,0,FIRST NB&TC                                                           ,CHICKASHA                ,OK                    ,0001065163,FIRST INDEPENDENT BC          ,CHICKASHA                ,OK,UNITED STATES                           ,0000154154,0000000000,40
2015,0000005581,1,          ,                              ,                         ,  ,02,0001532354,0,AUSTIN BK TX NA                                                       ,JACKSONVILLE             ,TX                    ,0003035227,JSA FAM LP                    ,JACKSONVILLE             ,TX,UNITED STATES                           ,0000548351,0000000000,48
2015,0000005599,1,          ,                              ,                         ,  ,01,0000361399,0,MARS NB                                                               ,MARS                     ,PA                    ,0004655266,MARS NAT BC                   ,MARS                     ,PA,UNITED STATES                           ,0000978622,0000000000,42
2015,0000005628,1,          ,                              ,                         ,  ,02,0000552760,0,FIRST NB                                                              ,SHINER                   ,TX                    ,0002112439,INDUSTRY BSHRS                ,INDUSTRY                 ,TX,UNITED STATES                           ,0000342362,0000000000,48
2015,0000005629,1,          ,                              ,                         ,  ,03,0000412825,0,FCN BK NA                                                             ,BROOKVILLE               ,IN                    ,0001134069,FCN BANC CORP                 ,BROOKVILLE               ,IN,UNITED STATES                           ,0000321947,0000000000,18
2015,0000005658,1,          ,                              ,                         ,  ,03,0000190874,0,PESHTIGO NB                                                           ,PESHTIGO                 ,WI                    ,0001210310,PESHTIGO NBC                  ,PESHTIGO                 ,WI,UNITED STATES                           ,0000257345,0000000000,55
2015,0000005674,1,          ,                              ,                         ,  ,02,0000138410,0,FIRST NB                                                              ,WINNSBORO                ,TX                    ,0001102170,ETEX BANCO                    ,WINNSBORO                ,TX,UNITED STATES                           ,0000501767,0000000000,48
2015,0000005737,1,          ,                              ,                         ,  ,02,0000160030,0,FIRST NB                                                              ,TRENTON                  ,TX                    ,0002344977,TRENTON BSHRS                 ,TRENTON                  ,TX,UNITED STATES                           ,0000419460,0000000000,48
2015,0000005741,1,          ,                              ,                         ,  ,02,0000229923,0,GILMER NB                                                             ,GILMER                   ,TX                    ,0002839969,GILMER NAT BSHRS              ,GILMER                   ,TX,UNITED STATES                           ,0000323651,0000000000,48
2015,0000005750,1,          ,                              ,                         ,  ,02,0001306281,0,DBA FIRST CONVENIENCE BK                                              ,KILLEEN                  ,TX                    ,0001108097,FIRST CMNTY BSHRS             ,KILLEEN                  ,TX,UNITED STATES                           ,0000613950,0000000000,48
2015,0000005753,1,          ,                              ,                         ,  ,02,0000319726,0,CITY NB&TC                                                            ,LAWTON                   ,OK                    ,0004208961,JRMB II                       ,LAWTON                   ,OK,UNITED STATES                           ,0000294751,0000000000,40
2015,0000005774,1,          ,                              ,                         ,  ,02,0000046421,0,FIRST NB                                                              ,MOODY                    ,TX                    ,0003147353,REYNOLDS TEAGUE THURMAN FC    ,MOODY                    ,TX,UNITED STATES                           ,0000108269,0000000000,48
2015,0000005815,1,          ,                              ,                         ,  ,03,0000381921,0,RESOURCE BK NA                                                        ,DEKALB                   ,IL                    ,0001207945,RESOURCE BSHRS                ,DEKALB                   ,IL,UNITED STATES                           ,0000235530,0000000000,17
2015,0000005842,1,          ,                              ,                         ,  ,03,0000104711,0,HOME NB OF THORNTOWN                                                  ,THORNTOWN                ,IN                    ,0001133183,HOME NAT CORP                 ,THORNTOWN                ,IN,UNITED STATES                           ,0000696645,0000000000,18
2015,0000005850,1,          ,                              ,                         ,  ,02,0000732244,0,FIRST NB CENTRAL TX                                                   ,WACO                     ,TX                    ,0004577984,2013 MONTE HULSE FAM IRR TR I ,WACO                     ,TX,UNITED STATES                           ,0000369659,0000000000,48
2015,0000005886,1,          ,                              ,                         ,  ,03,0000266273,0,RAMSEY NB                                                             ,DEVILS LAKE              ,ND                    ,0003640434,RAMSEY FC & AFFIL ESOP        ,DEVILS LAKE              ,ND,UNITED STATES                           ,0000987352,0000000000,38
2015,0000005929,1,          ,                              ,                         ,  ,02,0000616524,0,BEAR ST BK  NA                                                        ,LITTLE ROCK              ,AR                    ,0004297853,BEAR ST FNCL HOLDINGS LLC     ,LITTLE ROCK              ,AR,UNITED STATES                           ,0000324649,0000000000,05
2015,0000005932,1,          ,                              ,                         ,  ,02,0000055570,0,FIRST NB                                                              ,KEMP                     ,TX                    ,0004805829,FNBK HOLDS                    ,DALLAS                   ,TX,UNITED STATES                           ,0000608451,0000000000,48
2015,0000006030,1,          ,                              ,                         ,  ,04,0000317066,0,FIRST NB OF LAS ANIMAS                                                ,LAS ANIMAS               ,CO                    ,0001064027,FIRST BSHRS                   ,LAS ANIMAS               ,CO,UNITED STATES                           ,0000513256,0000000000,08
